instance_seed,category,N,M,D,K,assign_alpha,epsilon,loads,u,total_energy,makespan,solve_s,method,beam,prune_factor
751795.0,small,30.0,5.0,6.0,120.0,1.2,104.0,97;8;18;15;62,1;2;2;2;1,418.0,104.0,0.4516174120362848,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,103.0,97;8;18;15;62,1;2;2;2;1,422.0,103.0,0.4207682181149721,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,102.0,97;8;18;15;62,1;2;2;2;1,426.0,102.0,0.40347710717469454,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,101.0,97;8;18;15;62,1;2;2;2;1,430.0,101.0,0.3862150330096483,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,100.0,97;8;18;15;62,1;2;2;2;1,434.0,100.0,0.36696839588694274,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,99.0,97;8;18;15;62,1;2;2;2;1,436.0,99.0,0.3561057602055371,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,98.0,97;8;18;15;62,1;2;2;2;1,438.0,98.0,0.3383178007788956,guided,50.0,2.0
751795.0,small,30.0,5.0,6.0,120.0,1.2,97.0,97;8;18;15;62,1;2;2;2;1,440.0,97.0,0.304770017741248,guided,50.0,2.0
835593.0,small,35.0,5.0,6.0,120.0,1.2,120.0,20;19;120;41;25,3;3;1;2;2,620.0,120.0,0.37044781702570617,guided,50.0,2.0
1234782.0,small,40.0,5.0,7.0,140.0,1.2,140.0,82;34;15;86;28,2;3;3;2;3,911.0,124.0,0.8812878900207579,guided,50.0,2.0
1234782.0,small,40.0,5.0,7.0,140.0,1.2,123.0,82;34;15;86;28,2;3;3;2;3,915.0,123.0,0.8999752427916974,guided,50.0,2.0
